DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/2/2014 9:55:08 AM,102,104,103,1,4,
2/2/2014 9:55:08 AM,102,104,104,1,3,
2/2/2014 9:55:08 AM,102,104,105,0,3,
2/2/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/3/2014 9:55:08 AM,100,100,100,0,2,
2/3/2014 9:55:08 AM,100,100,101,1,4,
2/3/2014 9:55:08 AM,100,100,102,1,3,
2/3/2014 9:55:08 AM,100,100,103,0,2,
2/3/2014 9:55:08 AM,100,100,104,0,3,
2/3/2014 9:55:08 AM,100,100,105,0,3,
2/3/2014 9:55:08 AM,100,100,106,1,2,
2/3/2014 9:55:08 AM,100,101,100,0,3,
2/3/2014 9:55:08 AM,100,101,101,0,4,
2/3/2014 9:55:08 AM,100,101,102,0,2,
2/3/2014 9:55:08 AM,100,101,103,0,3,
2/3/2014 9:55:08 AM,100,101,104,1,2,
2/3/2014 9:55:08 AM,100,101,105,1,2,
2/3/2014 9:55:08 AM,100,101,106,1,3,
2/3/2014 9:55:08 AM,101,102,100,0,4,
2/3/2014 9:55:08 AM,101,102,101,1,4,
2/3/2014 9:55:08 AM,101,102,102,1,2,
2/3/2014 9:55:08 AM,101,102,103,0,2,
2/3/2014 9:55:08 AM,101,102,104,0,4,
2/3/2014 9:55:08 AM,101,102,105,1,4,
2/3/2014 9:55:08 AM,101,102,106,0,4,
2/3/2014 9:55:08 AM,102,103,100,0,3,
2/3/2014 9:55:08 AM,102,103,101,1,1,
2/3/2014 9:55:08 AM,102,103,102,1,4,
2/3/2014 9:55:08 AM,102,103,103,0,4,
2/3/2014 9:55:08 AM,102,103,104,0,2,
2/3/2014 9:55:08 AM,102,103,105,1,2,
2/3/2014 9:55:08 AM,102,103,106,1,3,
2/3/2014 9:55:08 AM,102,104,100,0,2,
2/3/2014 9:55:08 AM,102,104,101,0,1,
2/3/2014 9:55:08 AM,102,104,102,0,4,
2/3/2014 9:55:08 AM,102,104,103,0,4,
2/3/2014 9:55:08 AM,102,104,104,1,3,
2/3/2014 9:55:08 AM,102,104,105,1,3,
2/3/2014 9:55:08 AM,102,104,106,1,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/4/2014 9:55:08 AM,100,100,100,1,2,
2/4/2014 9:55:08 AM,100,100,101,0,4,
2/4/2014 9:55:08 AM,100,100,102,1,3,
2/4/2014 9:55:08 AM,100,100,103,1,2,
2/4/2014 9:55:08 AM,100,100,104,0,3,
2/4/2014 9:55:08 AM,100,100,105,0,3,
2/4/2014 9:55:08 AM,100,100,106,0,2,
2/4/2014 9:55:08 AM,100,101,100,0,3,
2/4/2014 9:55:08 AM,100,101,101,0,4,
2/4/2014 9:55:08 AM,100,101,102,1,2,
2/4/2014 9:55:08 AM,100,101,103,0,3,
2/4/2014 9:55:08 AM,100,101,104,0,2,
2/4/2014 9:55:08 AM,100,101,105,1,2,
2/4/2014 9:55:08 AM,100,101,106,0,3,
2/4/2014 9:55:08 AM,101,102,100,0,4,
2/4/2014 9:55:08 AM,101,102,101,1,4,
2/4/2014 9:55:08 AM,101,102,102,1,2,
2/4/2014 9:55:08 AM,101,102,103,1,2,
2/4/2014 9:55:08 AM,101,102,104,0,4,
2/4/2014 9:55:08 AM,101,102,105,0,4,
2/4/2014 9:55:08 AM,101,102,106,0,4,
2/4/2014 9:55:08 AM,102,103,100,1,3,
2/4/2014 9:55:08 AM,102,103,101,1,1,
2/4/2014 9:55:08 AM,102,103,102,0,4,
2/4/2014 9:55:08 AM,102,103,103,0,4,
2/4/2014 9:55:08 AM,102,103,104,0,2,
2/4/2014 9:55:08 AM,102,103,105,0,2,
2/4/2014 9:55:08 AM,102,103,106,0,3,
2/4/2014 9:55:08 AM,102,104,100,0,2,
2/4/2014 9:55:08 AM,102,104,101,1,1,
2/4/2014 9:55:08 AM,102,104,102,0,4,
2/4/2014 9:55:08 AM,102,104,103,0,4,
2/4/2014 9:55:08 AM,102,104,104,0,3,
2/4/2014 9:55:08 AM,102,104,105,1,3,
2/4/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/5/2014 9:55:08 AM,100,100,100,1,2,
2/5/2014 9:55:08 AM,100,100,101,0,4,
2/5/2014 9:55:08 AM,100,100,102,0,3,
2/5/2014 9:55:08 AM,100,100,103,0,2,
2/5/2014 9:55:08 AM,100,100,104,0,3,
2/5/2014 9:55:08 AM,100,100,105,0,3,
2/5/2014 9:55:08 AM,100,100,106,1,2,
2/5/2014 9:55:08 AM,100,101,100,0,3,
2/5/2014 9:55:08 AM,100,101,101,0,4,
2/5/2014 9:55:08 AM,100,101,102,0,2,
2/5/2014 9:55:08 AM,100,101,103,1,3,
2/5/2014 9:55:08 AM,100,101,104,0,2,
2/5/2014 9:55:08 AM,100,101,105,0,2,
2/5/2014 9:55:08 AM,100,101,106,0,3,
2/5/2014 9:55:08 AM,101,102,100,0,4,
2/5/2014 9:55:08 AM,101,102,101,0,4,
2/5/2014 9:55:08 AM,101,102,102,0,2,
2/5/2014 9:55:08 AM,101,102,103,1,2,
2/5/2014 9:55:08 AM,101,102,104,1,4,
2/5/2014 9:55:08 AM,101,102,105,0,4,
2/5/2014 9:55:08 AM,101,102,106,0,4,
2/5/2014 9:55:08 AM,102,103,100,0,3,
2/5/2014 9:55:08 AM,102,103,101,0,1,
2/5/2014 9:55:08 AM,102,103,102,0,4,
2/5/2014 9:55:08 AM,102,103,103,0,4,
2/5/2014 9:55:08 AM,102,103,104,0,2,
2/5/2014 9:55:08 AM,102,103,105,0,2,
2/5/2014 9:55:08 AM,102,103,106,1,3,
2/5/2014 9:55:08 AM,102,104,100,1,2,
2/5/2014 9:55:08 AM,102,104,101,1,1,
2/5/2014 9:55:08 AM,102,104,102,0,4,
2/5/2014 9:55:08 AM,102,104,103,0,4,
2/5/2014 9:55:08 AM,102,104,104,0,3,
2/5/2014 9:55:08 AM,102,104,105,0,3,
2/5/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/6/2014 9:55:08 AM,100,100,100,0,2,
2/6/2014 9:55:08 AM,100,100,101,0,4,
2/6/2014 9:55:08 AM,100,100,102,1,3,
2/6/2014 9:55:08 AM,100,100,103,0,2,
2/6/2014 9:55:08 AM,100,100,104,0,3,
2/6/2014 9:55:08 AM,100,100,105,0,3,
2/6/2014 9:55:08 AM,100,100,106,1,2,
2/6/2014 9:55:08 AM,100,101,100,0,3,
2/6/2014 9:55:08 AM,100,101,101,0,4,
2/6/2014 9:55:08 AM,100,101,102,0,2,
2/6/2014 9:55:08 AM,100,101,103,0,3,
2/6/2014 9:55:08 AM,100,101,104,1,2,
2/6/2014 9:55:08 AM,100,101,105,0,2,
2/6/2014 9:55:08 AM,100,101,106,0,3,
2/6/2014 9:55:08 AM,101,102,100,0,4,
2/6/2014 9:55:08 AM,101,102,101,0,4,
2/6/2014 9:55:08 AM,101,102,102,1,2,
2/6/2014 9:55:08 AM,101,102,103,0,2,
2/6/2014 9:55:08 AM,101,102,104,0,4,
2/6/2014 9:55:08 AM,101,102,105,0,4,
2/6/2014 9:55:08 AM,101,102,106,0,4,
2/6/2014 9:55:08 AM,102,103,100,0,3,
2/6/2014 9:55:08 AM,102,103,101,0,1,
2/6/2014 9:55:08 AM,102,103,102,0,4,
2/6/2014 9:55:08 AM,102,103,103,0,4,
2/6/2014 9:55:08 AM,102,103,104,0,2,
2/6/2014 9:55:08 AM,102,103,105,1,2,
2/6/2014 9:55:08 AM,102,103,106,0,3,
2/6/2014 9:55:08 AM,102,104,100,1,2,
2/6/2014 9:55:08 AM,102,104,101,0,1,
2/6/2014 9:55:08 AM,102,104,102,0,4,
2/6/2014 9:55:08 AM,102,104,103,0,4,
2/6/2014 9:55:08 AM,102,104,104,0,3,
2/6/2014 9:55:08 AM,102,104,105,0,3,
2/6/2014 9:55:08 AM,102,104,106,1,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/7/2014 9:55:08 AM,100,100,100,0,2,
2/7/2014 9:55:08 AM,100,100,101,0,4,
2/7/2014 9:55:08 AM,100,100,102,1,3,
2/7/2014 9:55:08 AM,100,100,103,0,2,
2/7/2014 9:55:08 AM,100,100,104,0,3,
2/7/2014 9:55:08 AM,100,100,105,0,3,
2/7/2014 9:55:08 AM,100,100,106,0,2,
2/7/2014 9:55:08 AM,100,101,100,0,3,
2/7/2014 9:55:08 AM,100,101,101,0,4,
2/7/2014 9:55:08 AM,100,101,102,0,2,
2/7/2014 9:55:08 AM,100,101,103,0,3,
2/7/2014 9:55:08 AM,100,101,104,0,2,
2/7/2014 9:55:08 AM,100,101,105,1,2,
2/7/2014 9:55:08 AM,100,101,106,0,3,
2/7/2014 9:55:08 AM,101,102,100,0,4,
2/7/2014 9:55:08 AM,101,102,101,0,4,
2/7/2014 9:55:08 AM,101,102,102,0,2,
2/7/2014 9:55:08 AM,101,102,103,1,2,
2/7/2014 9:55:08 AM,101,102,104,0,4,
2/7/2014 9:55:08 AM,101,102,105,0,4,
2/7/2014 9:55:08 AM,101,102,106,0,4,
2/7/2014 9:55:08 AM,102,103,100,0,3,
2/7/2014 9:55:08 AM,102,103,101,1,1,
2/7/2014 9:55:08 AM,102,103,102,0,4,
2/7/2014 9:55:08 AM,102,103,103,0,4,
2/7/2014 9:55:08 AM,102,103,104,0,2,
2/7/2014 9:55:08 AM,102,103,105,0,2,
2/7/2014 9:55:08 AM,102,103,106,0,3,
2/7/2014 9:55:08 AM,102,104,100,0,2,
2/7/2014 9:55:08 AM,102,104,101,0,1,
2/7/2014 9:55:08 AM,102,104,102,0,4,
2/7/2014 9:55:08 AM,102,104,103,0,4,
2/7/2014 9:55:08 AM,102,104,104,0,3,
2/7/2014 9:55:08 AM,102,104,105,0,3,
2/7/2014 9:55:08 AM,102,104,106,1,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/1/2014 9:55:08 AM,100,100,100,1,2,
2/1/2014 9:55:08 AM,100,100,101,1,4,
2/1/2014 9:55:08 AM,100,100,102,1,3,
2/1/2014 9:55:08 AM,100,100,103,1,2,
2/1/2014 9:55:08 AM,100,100,104,1,3,
2/1/2014 9:55:08 AM,100,100,105,0,3,
2/1/2014 9:55:08 AM,100,100,106,0,2,
2/1/2014 9:55:08 AM,100,101,100,0,3,
2/1/2014 9:55:08 AM,100,101,101,1,4,
2/1/2014 9:55:08 AM,100,101,102,1,2,
2/1/2014 9:55:08 AM,100,101,103,1,3,
2/1/2014 9:55:08 AM,100,101,104,0,2,
2/1/2014 9:55:08 AM,100,101,105,0,2,
2/1/2014 9:55:08 AM,100,101,106,0,3,
2/1/2014 9:55:08 AM,101,102,100,1,4,
2/1/2014 9:55:08 AM,101,102,101,1,4,
2/1/2014 9:55:08 AM,101,102,102,1,2,
2/1/2014 9:55:08 AM,101,102,103,1,2,
2/1/2014 9:55:08 AM,101,102,104,1,4,
2/1/2014 9:55:08 AM,101,102,105,0,4,
2/1/2014 9:55:08 AM,101,102,106,0,4,
2/1/2014 9:55:08 AM,102,103,100,1,3,
2/1/2014 9:55:08 AM,102,103,101,1,1,
2/1/2014 9:55:08 AM,102,103,102,1,4,
2/1/2014 9:55:08 AM,102,103,103,1,4,
2/1/2014 9:55:08 AM,102,103,104,1,2,
2/1/2014 9:55:08 AM,102,103,105,0,2,
2/1/2014 9:55:08 AM,102,103,106,0,3,
2/1/2014 9:55:08 AM,102,104,100,0,2,
2/1/2014 9:55:08 AM,102,104,101,1,1,
2/1/2014 9:55:08 AM,102,104,102,1,4,
2/1/2014 9:55:08 AM,102,104,103,1,4,
2/1/2014 9:55:08 AM,102,104,104,0,3,
2/1/2014 9:55:08 AM,102,104,105,0,3,
2/1/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/2/2014 9:55:08 AM,100,100,100,1,2,
2/2/2014 9:55:08 AM,100,100,101,0,4,
2/2/2014 9:55:08 AM,100,100,102,1,3,
2/2/2014 9:55:08 AM,100,100,103,0,2,
2/2/2014 9:55:08 AM,100,100,104,0,3,
2/2/2014 9:55:08 AM,100,100,105,1,3,
2/2/2014 9:55:08 AM,100,100,106,1,2,
2/2/2014 9:55:08 AM,100,101,100,1,3,
2/2/2014 9:55:08 AM,100,101,101,0,4,
2/2/2014 9:55:08 AM,100,101,102,1,2,
2/2/2014 9:55:08 AM,100,101,103,0,3,
2/2/2014 9:55:08 AM,100,101,104,1,2,
2/2/2014 9:55:08 AM,100,101,105,0,2,
2/2/2014 9:55:08 AM,100,101,106,0,3,
2/2/2014 9:55:08 AM,101,102,100,0,4,
2/2/2014 9:55:08 AM,101,102,101,0,4,
2/2/2014 9:55:08 AM,101,102,102,1,2,
2/2/2014 9:55:08 AM,101,102,103,0,2,
2/2/2014 9:55:08 AM,101,102,104,1,4,
2/2/2014 9:55:08 AM,101,102,105,1,4,
2/2/2014 9:55:08 AM,101,102,106,1,4,
2/2/2014 9:55:08 AM,102,103,100,1,3,
2/2/2014 9:55:08 AM,102,103,101,0,1,
2/2/2014 9:55:08 AM,102,103,102,0,4,
2/2/2014 9:55:08 AM,102,103,103,0,4,
2/2/2014 9:55:08 AM,102,103,104,1,2,
2/2/2014 9:55:08 AM,102,103,105,1,2,
2/2/2014 9:55:08 AM,102,103,106,1,3,
2/2/2014 9:55:08 AM,102,104,100,1,2,
2/2/2014 9:55:08 AM,102,104,101,0,1,
2/2/2014 9:55:08 AM,102,104,102,1,4,
2/2/2014 9:55:08 AM,102,104,103,0,4,
2/2/2014 9:55:08 AM,102,104,104,1,3,
2/2/2014 9:55:08 AM,102,104,105,0,3,
2/2/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/3/2014 9:55:08 AM,100,100,100,0,2,
2/3/2014 9:55:08 AM,100,100,101,1,4,
2/3/2014 9:55:08 AM,100,100,102,0,3,
2/3/2014 9:55:08 AM,100,100,103,1,2,
2/3/2014 9:55:08 AM,100,100,104,0,3,
2/3/2014 9:55:08 AM,100,100,105,1,3,
2/3/2014 9:55:08 AM,100,100,106,1,2,
2/3/2014 9:55:08 AM,100,101,100,0,3,
2/3/2014 9:55:08 AM,100,101,101,0,4,
2/3/2014 9:55:08 AM,100,101,102,1,2,
2/3/2014 9:55:08 AM,100,101,103,0,3,
2/3/2014 9:55:08 AM,100,101,104,0,2,
2/3/2014 9:55:08 AM,100,101,105,1,2,
2/3/2014 9:55:08 AM,100,101,106,1,3,
2/3/2014 9:55:08 AM,101,102,100,0,4,
2/3/2014 9:55:08 AM,101,102,101,1,4,
2/3/2014 9:55:08 AM,101,102,102,0,2,
2/3/2014 9:55:08 AM,101,102,103,1,2,
2/3/2014 9:55:08 AM,101,102,104,0,4,
2/3/2014 9:55:08 AM,101,102,105,0,4,
2/3/2014 9:55:08 AM,101,102,106,1,4,
2/3/2014 9:55:08 AM,102,103,100,0,3,
2/3/2014 9:55:08 AM,102,103,101,1,1,
2/3/2014 9:55:08 AM,102,103,102,0,4,
2/3/2014 9:55:08 AM,102,103,103,1,4,
2/3/2014 9:55:08 AM,102,103,104,0,2,
2/3/2014 9:55:08 AM,102,103,105,1,2,
2/3/2014 9:55:08 AM,102,103,106,0,3,
2/3/2014 9:55:08 AM,102,104,100,0,2,
2/3/2014 9:55:08 AM,102,104,101,0,1,
2/3/2014 9:55:08 AM,102,104,102,1,4,
2/3/2014 9:55:08 AM,102,104,103,0,4,
2/3/2014 9:55:08 AM,102,104,104,0,3,
2/3/2014 9:55:08 AM,102,104,105,1,3,
2/3/2014 9:55:08 AM,102,104,106,1,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/4/2014 9:55:08 AM,100,100,100,1,2,
2/4/2014 9:55:08 AM,100,100,101,1,4,
2/4/2014 9:55:08 AM,100,100,102,0,3,
2/4/2014 9:55:08 AM,100,100,103,1,2,
2/4/2014 9:55:08 AM,100,100,104,0,3,
2/4/2014 9:55:08 AM,100,100,105,0,3,
2/4/2014 9:55:08 AM,100,100,106,0,2,
2/4/2014 9:55:08 AM,100,101,100,0,3,
2/4/2014 9:55:08 AM,100,101,101,0,4,
2/4/2014 9:55:08 AM,100,101,102,0,2,
2/4/2014 9:55:08 AM,100,101,103,1,3,
2/4/2014 9:55:08 AM,100,101,104,0,2,
2/4/2014 9:55:08 AM,100,101,105,1,2,
2/4/2014 9:55:08 AM,100,101,106,0,3,
2/4/2014 9:55:08 AM,101,102,100,0,4,
2/4/2014 9:55:08 AM,101,102,101,0,4,
2/4/2014 9:55:08 AM,101,102,102,0,2,
2/4/2014 9:55:08 AM,101,102,103,1,2,
2/4/2014 9:55:08 AM,101,102,104,1,4,
2/4/2014 9:55:08 AM,101,102,105,0,4,
2/4/2014 9:55:08 AM,101,102,106,0,4,
2/4/2014 9:55:08 AM,102,103,100,1,3,
2/4/2014 9:55:08 AM,102,103,101,1,1,
2/4/2014 9:55:08 AM,102,103,102,0,4,
2/4/2014 9:55:08 AM,102,103,103,0,4,
2/4/2014 9:55:08 AM,102,103,104,1,2,
2/4/2014 9:55:08 AM,102,103,105,0,2,
2/4/2014 9:55:08 AM,102,103,106,0,3,
2/4/2014 9:55:08 AM,102,104,100,0,2,
2/4/2014 9:55:08 AM,102,104,101,1,1,
2/4/2014 9:55:08 AM,102,104,102,0,4,
2/4/2014 9:55:08 AM,102,104,103,0,4,
2/4/2014 9:55:08 AM,102,104,104,0,3,
2/4/2014 9:55:08 AM,102,104,105,1,3,
2/4/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/5/2014 9:55:08 AM,100,100,100,1,2,
2/5/2014 9:55:08 AM,100,100,101,0,4,
2/5/2014 9:55:08 AM,100,100,102,0,3,
2/5/2014 9:55:08 AM,100,100,103,0,2,
2/5/2014 9:55:08 AM,100,100,104,0,3,
2/5/2014 9:55:08 AM,100,100,105,0,3,
2/5/2014 9:55:08 AM,100,100,106,1,2,
2/5/2014 9:55:08 AM,100,101,100,0,3,
2/5/2014 9:55:08 AM,100,101,101,0,4,
2/5/2014 9:55:08 AM,100,101,102,0,2,
2/5/2014 9:55:08 AM,100,101,103,0,3,
2/5/2014 9:55:08 AM,100,101,104,1,2,
2/5/2014 9:55:08 AM,100,101,105,0,2,
2/5/2014 9:55:08 AM,100,101,106,0,3,
2/5/2014 9:55:08 AM,101,102,100,0,4,
2/5/2014 9:55:08 AM,101,102,101,0,4,
2/5/2014 9:55:08 AM,101,102,102,1,2,
2/5/2014 9:55:08 AM,101,102,103,0,2,
2/5/2014 9:55:08 AM,101,102,104,0,4,
2/5/2014 9:55:08 AM,101,102,105,0,4,
2/5/2014 9:55:08 AM,101,102,106,1,4,
2/5/2014 9:55:08 AM,102,103,100,0,3,
2/5/2014 9:55:08 AM,102,103,101,0,1,
2/5/2014 9:55:08 AM,102,103,102,0,4,
2/5/2014 9:55:08 AM,102,103,103,0,4,
2/5/2014 9:55:08 AM,102,103,104,1,2,
2/5/2014 9:55:08 AM,102,103,105,0,2,
2/5/2014 9:55:08 AM,102,103,106,0,3,
2/5/2014 9:55:08 AM,102,104,100,1,2,
2/5/2014 9:55:08 AM,102,104,101,1,1,
2/5/2014 9:55:08 AM,102,104,102,0,4,
2/5/2014 9:55:08 AM,102,104,103,0,4,
2/5/2014 9:55:08 AM,102,104,104,0,3,
2/5/2014 9:55:08 AM,102,104,105,0,3,
2/5/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/6/2014 9:55:08 AM,100,100,100,0,2,
2/6/2014 9:55:08 AM,100,100,101,0,4,
2/6/2014 9:55:08 AM,100,100,102,0,3,
2/6/2014 9:55:08 AM,100,100,103,1,2,
2/6/2014 9:55:08 AM,100,100,104,0,3,
2/6/2014 9:55:08 AM,100,100,105,0,3,
2/6/2014 9:55:08 AM,100,100,106,1,2,
2/6/2014 9:55:08 AM,100,101,100,0,3,
2/6/2014 9:55:08 AM,100,101,101,0,4,
2/6/2014 9:55:08 AM,100,101,102,1,2,
2/6/2014 9:55:08 AM,100,101,103,0,3,
2/6/2014 9:55:08 AM,100,101,104,0,2,
2/6/2014 9:55:08 AM,100,101,105,0,2,
2/6/2014 9:55:08 AM,100,101,106,0,3,
2/6/2014 9:55:08 AM,101,102,100,0,4,
2/6/2014 9:55:08 AM,101,102,101,0,4,
2/6/2014 9:55:08 AM,101,102,102,0,2,
2/6/2014 9:55:08 AM,101,102,103,1,2,
2/6/2014 9:55:08 AM,101,102,104,0,4,
2/6/2014 9:55:08 AM,101,102,105,0,4,
2/6/2014 9:55:08 AM,101,102,106,1,4,
2/6/2014 9:55:08 AM,102,103,100,0,3,
2/6/2014 9:55:08 AM,102,103,101,0,1,
2/6/2014 9:55:08 AM,102,103,102,0,4,
2/6/2014 9:55:08 AM,102,103,103,0,4,
2/6/2014 9:55:08 AM,102,103,104,0,2,
2/6/2014 9:55:08 AM,102,103,105,1,2,
2/6/2014 9:55:08 AM,102,103,106,0,3,
2/6/2014 9:55:08 AM,102,104,100,1,2,
2/6/2014 9:55:08 AM,102,104,101,0,1,
2/6/2014 9:55:08 AM,102,104,102,0,4,
2/6/2014 9:55:08 AM,102,104,103,0,4,
2/6/2014 9:55:08 AM,102,104,104,0,3,
2/6/2014 9:55:08 AM,102,104,105,0,3,
2/6/2014 9:55:08 AM,102,104,106,0,2,
DUTYDATE,GS_POST_ID,GS_SHIFT_ID,GS_GAURD_ID,AV_INDEX,PR_INDEX
2/7/2014 9:55:08 AM,100,100,100,0,2,
2/7/2014 9:55:08 AM,100,100,101,0,4,
2/7/2014 9:55:08 AM,100,100,102,0,3,
2/7/2014 9:55:08 AM,100,100,103,0,2,
2/7/2014 9:55:08 AM,100,100,104,0,3,
2/7/2014 9:55:08 AM,100,100,105,0,3,
2/7/2014 9:55:08 AM,100,100,106,1,2,
2/7/2014 9:55:08 AM,100,101,100,0,3,
2/7/2014 9:55:08 AM,100,101,101,0,4,
2/7/2014 9:55:08 AM,100,101,102,0,2,
2/7/2014 9:55:08 AM,100,101,103,0,3,
2/7/2014 9:55:08 AM,100,101,104,0,2,
2/7/2014 9:55:08 AM,100,101,105,1,2,
2/7/2014 9:55:08 AM,100,101,106,0,3,
2/7/2014 9:55:08 AM,101,102,100,0,4,
2/7/2014 9:55:08 AM,101,102,101,0,4,
2/7/2014 9:55:08 AM,101,102,102,0,2,
2/7/2014 9:55:08 AM,101,102,103,1,2,
2/7/2014 9:55:08 AM,101,102,104,0,4,
2/7/2014 9:55:08 AM,101,102,105,0,4,
2/7/2014 9:55:08 AM,101,102,106,0,4,
2/7/2014 9:55:08 AM,102,103,100,0,3,
2/7/2014 9:55:08 AM,102,103,101,1,1,
2/7/2014 9:55:08 AM,102,103,102,0,4,
2/7/2014 9:55:08 AM,102,103,103,0,4,
2/7/2014 9:55:08 AM,102,103,104,1,2,
2/7/2014 9:55:08 AM,102,103,105,0,2,
2/7/2014 9:55:08 AM,102,103,106,0,3,
2/7/2014 9:55:08 AM,102,104,100,0,2,
2/7/2014 9:55:08 AM,102,104,101,0,1,
2/7/2014 9:55:08 AM,102,104,102,0,4,
2/7/2014 9:55:08 AM,102,104,103,0,4,
